"","pragmeta_trial_id","Author","DOI","Title","Rater","Eligibility","Quote_comment_Eligibility","Recruitment","Quote_comment_Recruitment","Setting","Quote_comment_Setting","Organization","Quote_comment_Organisation","Flex. delivery","Quote_comment_Flexibility_del","Flex. adherence","Quote_comment_Flexibility_adh","Follow-up","Quote_comment_FU","Outcome","Quote_comment_Prim_out","Analysis","Quote_comment_Primary_anal","module"
"691",691,"Thomas, Sarah; Thomas, Peter W; Kersten, Paula; Jones, Rosemary; Green, Colin; Nock, Alison; Slingsby, Vicky; Smith, Angela Davies; Baker, Roger; Galvin, Kathleen T; Hillier, Charles","10.1136/jnnp-2012-303816","A pragmatic parallel arm multi-centre randomised controlled trial to assess the effectiveness and cost-effectiveness of a group-based fatigue management programme (FACETS) for people with multiple sclerosis.","Perrine",4,"limited eligibility criteria which seem relevant, downgrade one because not sure how having recently started a DMT might be important here","5","no special efforts  seem to have been taken","5","multicentered and recruited from MS centers which is usual care","4","training for facilitator par tof implementing the intervention however downgraded because only used ""Facilitators were all qualified to a senior/advanced level""","3","highly standardized intervention, pilot conducted to assess the adherence to the protocol however do leave room for ""the tailoring of content to the individual circumstances and goals/priorities of group members""","NA","mention adherence for the pilot but not for the rest","4","scales were self-reported and patients did it at home so no additional visit but downgraded because still additionla timepoints to answer the questionnaires compate to usual care","5","fatigue severity, QoL, self-efficacy for managing fatigue","5","less than 10% missing data and mention imputation methods and ITT","PragMS"
"692",692,"Torkhani, Eya; Dematte, Emilie; Slawinski, Jean; Csillik, Antonia; Gay, Marie-Claire; Bensmail, Djamel; Heinzlef, Olivier; de Marco, Giovanni","10.3389/fpsyg.2021.767784","Improving Health of People With Multiple Sclerosis From a Multicenter Randomized Controlled Study in Parallel Groups: Preliminary Results on the Efficacy of a Mindfulness Intervention and Intention Implementation Associated With a Physical Activity Program.","Vy",4,"age limit up to 65; short list of exclusion","3","recruited patients receiving treatment at only 2 hospitals; no further info on how participants were recruited","5","not much different in the setting of the trial","5","not much different in the organization; "" A specialized trainer in adapted physical activity delivered experimental interventions and the
telephone calls""","5","interventions were done via online application; physical activities ""scheduled at a time and place of the participants choosing""","NA","no mention of adherence or the need to adhere or reminder to adhere; participants in the 2 intervention groups received weekly phone call "" during which a detailed report concerning the session(s) was reviewed and adapted if required"" <- is this a subtle sign of required adherence?","4","follow-up at 8-weeks after the intervention; not many follow-ups","5","""The primary outcomes, fatigue, mobility and quality of life""","4","""All participants
were analyzed in the group to which they were designed and
ignored the existence of the other study groups"" <- this to me means ITT. Imputation: "" The missing
values in session 2 (one MBI and two CG) were replaced by the group average.""","PragMS"
"693",693,"Velikonja, Orjana; Curic, Katarina; Ozura, Ana; Jazbec, Sasa Sega","10.1016/j.clineuro.2010.03.006","Influence of sports climbing and yoga on spasticity, cognitive function, mood and fatigue in patients with multiple sclerosis.","Perrine",5,"eligibility criteria make sense with the intervention,","NA","NA","4","downgrade because only one center but most likely representative of usual care","3","one assessor only to remove interrater ","3","adapted yoga and climbing but unclear how each are delivered exactly if te program was standardized","NA","NA","4","NA","3","many outcome none identified as primary ","NA","no flow chart","PragMS"
"694",694,"Vermohlen, Vanessa; Schiller, Petra; Schickendantz, Sabine; Drache, Marion; Hussack, Sabine; Gerber-Grote, Andreas; Pohlau, Dieter","10.1177/1352458517721354","Hippotherapy for patients with multiple sclerosis: A multicenter randomized controlled trial (MS-HIPPO).","Kinga",2,"body wight over 90 and no balance while sitting etc. ","NA","NA","3","only 5 centers ","NA","NA","2","specific direction provided for the intervention and for managinf side effects","NA","NA","4","follow up after 6-7 weeks and after 12 weeks (very similar to usual care)","5","improvement in balance (very relevant)","5","intention-to-treat and 10% drop-out","PragMS"
"695",695,"Ward, C D; Turpin, G; Dewey, M E; Fleming, S; Hurwitz, B; Ratib, S; von Fragstein, M; Lymbery, M","10.1191/0269215504cr792oa","Education for people with progressive neurological conditions can have negative effects: evidence from a randomized controlled trial.","Vy",5,"short list of exclusion criteria; inclusion criteria includes patients as young as 16","5","""used GP information as the sole method for identifying potential participants.""","3","the setting for the intervention group is at home, same as the group who received usual care; no difference between the two groups; however, study was done in one city ""designed to cover a
specific geographical area because of the nature
of the intervention.""","4","there's a panel of experts to review individual cases and provide suggestions. The research occupational therapist providing "" personalized advice
and information based on the expert panel discus sion, a tailored version of the standard information
package, and a specially constructed leaflet offer ing information about the participant's condition
and about self-help organizations"" does not seem too different from usual care. I'd imagine usual care provides personalized advice and self-help resources ","5","done at participants' home","NA","no mention of adherence or the need to adhere or reminder to adhere; there's a follow-through phone call for the intervention group: ""Approximately two weeks later, EG participants received a single follow-through phone call from the research OT to confirm and reinforce the educational content of the visit, after which EG patients had no subsequent contact with
the OT"" <- the score could be either 4 or 5 if the lack of mention of adherence means full flexibility","3","if I understand the text correctly, every 2 months there's a phone call during the follow-up period of 12 months; a bit frequent","5","falls and skin sore are quite relevant to participants","5","seems like those passed away and lost to follow up ocured before the intervention began -> no missing data","PragMS"
"696",696,"Weinstock-Guttman, Bianca; Hagemeier, Jesper; Kavak, Katelyn S; Saini, Vasu; Patrick, Kara; Ramasamy, Deepa P; Nadeem, Muhammad; Carl, Ellen; Hojnacki, David; Zivadinov, Robert","10.1136/jnnp-2015-312221","Randomised natalizumab discontinuation study: taper protocol may prevent disease reactivation.","Perrine",5,"eligibility criteria make sense with the intervention, you would not discontinue treatment if patient was not stable","NA","NA","3","one center and MS specialized center but most patients are followed at the hospital and or specialized centers","3","standardized MRI which might not be systematicallty done in usual care but could be part of the intervention","NA","NA","NA","NA","3","additional visit that can make sense due to the de-escalation but unsure if part of the intervention package in usual care","4","downgraded because one co-surrogate outcome although recognized as having clinical relevance","NA","no flowchart","PragMS"
"697",697,"Williams, Katrina Louise; Low Choy, Nancy Louise; Brauer, Sandra Gail","10.1002/pmrj.12377","Center-Based Group and Home-Based Individual Exercise Programs Have Similar Impacts on Gait and Balance in People With Multiple Sclerosis: A Randomized Trial.","Vy",3,"unsure if exclusion criteria ""had their MS immunomodulation medications altered in the previous 4 weeks or during the trial period, or declined to be randomly allocated"" are legitimate or for ease of study purposes; I don't know if participants who were excluded would receive the intervention in usual care.","NA","not much info on recruitment except ""were recruited through the Multiple Sclerosis Society of New South Wales
and South Australia""","4","Intervention group attended classes at a community center and had a physiotherapist each class. Exercises, intensity, and frequency are the same for both group so exercises could be done either at home or at a community center; study was a ""multi-center RCT""","4","not much extra resources or provider expertise. Control group ""were provided with one
center-based physiotherapist-led session"" and ""telephone support by a physiotherapist to discuss their program every 2 weeks"" so frequent support. Intervention group had continuous support from the physiotherapist; physiotherapist ""received training to ensure
a standard approach to intervention, intensity, and pro gression""","4","control group had fixed schedule for classes to attend 2x/week; ""Participants were encouraged
to work at a pace at which they could exercise for the full 6 minutes, but could rest if they felt fatigue, or had a per ceived exertion of greater than 7/10 on the modified Borg scale. Participants in both groups were encouraged to
maintain their usual activity levels and engagement in
any other exercise throughout the trial"" <- flexibility in doing exercises","3","control group: ""The activity
diary was to be completed after each exercise session, with a pre-paid envelope provided to enable return at
the end of the intervention period."" <- there seems to be adherence requirement. No mention of monitoring or screening for poor adherence","4","measured 3 times: baseline, week 8 and week 16; not too frequent","3","primary outcome: gait speed ""walk over a 14-meter uncluttered indoor path at their fastest but safe pace"" <- how is speed so relevant to participants? ","5","""Data were analyzed according to the intention-to treat principle""","PragMS"
"648",648,"E Abalos, V Addo, P Brocklehurst, M El Sheikh, B Farrell, S Gray, P Hardy, E Juszczak, J E Mathews, S Naz Masood, E Oyarzun, J Oyieke, J B Sharma, P Spark","10.1016/S0140-6736(13)60441-9 ","Caesarean section surgical techniques (CORONIS): a fractional, factorial, unmasked, randomised controlled trial.","Vy",3,"""Pregnant women were eligible if they were to undergo delivery by lower segment caesarean section through a transverse abdominal incision...not eligible if there was a clear indication for a particular surgical technique or material to be used that prevented any of the allocated interventions being used, if they had more than one previous caesarean section, or if they had already been recruited into the trial."" <- only healthy pregnant women with very low risks","NA","couldn't find info","NA","couldn't find info","NA","couldn't find info","NA","couldn't find info","NA","couldn't find info","5","one 6-week follow up","5","""composite of death, maternal infectious morbidity, further operative procedures, or blood transfusion (>1 unit)""","2","no mention of ITT, ""women were analysed in the groups into which they were allocated""","PragQoL"
"722",722,"Anushka Patel, Alan Cass, David Peiris, Tim Usherwood, Alex Brown, Stephen Jan, Bruce Neal, Graham S Hillis, Natasha Rafter, Andrew Tonkin, Ruth Webster, Laurent Billot, Severine Bompoint, Carol Burch, Hugh Burke, Noel Hayman, Barbara Molanus, Christopher M Reid, Louise Shiel, Samantha Togni, Anthony Rodgers","10.1177/2047487314530382","A pragmatic randomized trial of a polypill-based strategy to improve use of indicated preventive treatments in people at high cardiovascular disease risk.","Vy",5,"short list of exclusion, ""Participants were excluded if it was felt clinically inappropriate to alter medications""","5","""Patients will be recruited from KVC partner Aboriginal Medical Services (AMS) partners and mainstream general practices."" No further info on recruitment process. ","5","""occurred in the same way as for other medications. This mostly involved doctors providing patients with written pre scriptions, and patients presenting the prescriptions to designated local pharmacies where all drugs (including the polypill) were dispensed""","5","not different from usual care","5","patients receive drugs at designated local pharmacies; from protocol, ""obtain their study drug in accordance with the standard prescribing and dispensing procedures at each health service""","5","no mention of measure of adherence; from protocol, ""As treatment cost might be an important determinant of adherence, it is important that out-of-pocket expenses for the polypill accord with the pricing environment for accessing medications in each health service. Participants randomized to the polypill will pay the same copayment for a polypill script as they would for any other medication.""","5","""All participants were also reviewed one month post-randomization and at intervening six month intervals, but these could be conducted by telephone. BP   and fasting lipids levels were obtained at baseline, 12 months, 24 months and the final visit... information obtained included perceived barriers to adherence, quality of life (EQ5D questionnaire), occurrence of cardiovascular, renal and other serious adverse events and reasons for stopping cardiovascular medications"" <- not often and info collected not too long/exhaustive","5","""changes in systolic BP and total cholesterol from baseline to study end""","5","""All analyses were conducted on an intention-to-treat basis without imputation of missing data""","PragQoL"
"650",650,"Anneke van Dijk-de Vries, Marloes A van Bokhoven, Bjorn Winkens, Berend Terluin, J Andr� Knottnerus, Trudy van der Weijden, Jacques Th M van Eijk","10.1136/bmjopen-2014-007014","Lessons learnt from a cluster-randomised trial evaluating the effectiveness of Self-Management Support (SMS) delivered by practice nurses in routine diabetes care.","Vy",4,"""Patients with score Daily Functioning Thermometer >4 and Distress Screener >3 were eligible for trial participation""; ""we wanted to select patients who would receive the complete interven tion including detection and follow-up."" ","5","""Patients with a clinically established diagnosis of type 2 diabetes mellitus were sent a letter by their GPs�with a self-administered questionnaire""","5","intervention was incorporated into usual care","5","practice nurses in the experimental arm receives training as part of the intervention","5","intervention delivered via normal care by a trained practice nurse","NA","there's an indication of needing adherence, ""we wanted to select patients who would receive the complete intervention including detection and follow-up"" but no info to be found","5","not many follow-ups, ""The consultation following this first consultation was used as the 4-month follow-up measurement. The last measurement was the assessment approximately 1 year after the patient�s baseline measurement (at least more than 6 months after the first consultation)""","5","primary outcome: daily functioning ","3","""Analyses were performed on an intention-to-treat basis""; however, attrition was > 10% but < 25% in both groups; no mention of handling missing data","PragQoL"
"714",714,"Hilary Pinnock, Robert Bawden, Stephen Proctor, Stephanie Wolfe, Jane Scullion, David Price, Aziz Sheikh","10.1136/bmj.326.7387.477 ","Accessibility, acceptability, and effectiveness in primary care of routine telephone review of asthma: pragmatic, randomised controlled trial.","Vy",4,"longer list of exclusion, "" Patients were excluded if the diagnosis of asthma had been made within the previous year, if they had chronic obstructive pulmonary disease, if communication difficulties made a telephone consultation impossible, or (at the general practitioner�s request) for major social
or medical reasons""","5","pts were recruited from general practices","5","the phone review w/ a nurse ""should reflect their normal practice and be appropriate to each patient�s clinical need�clinical care and follow up [of the control group] were the same as for the intervention group but without a telephone option.""","5","no extra effort; the practices already had nurses who specialize in providing proactive asthma care, ""We gave the nurses standardised training in the study procedure"" <- this standardized training is part of the intervention?!","5","delivery is either through a phone call or in-person visit for the usual care group","NA","no mention of such measure","5","""Follow up questionnaires on morbidity and satisfaction with the consultation were sent to the patients at three months""","5","""change in asthma related quality of life""","3","""On an intention to treat analysis, 101 of the 137 patients (74%) allocated to the telephone arm were reviewed, compared with 68 of the 141 patients (48%) in the face to face consultation arm�""","PragQoL"
"725",725,"Amar Rangan, Helen Handoll, Stephen Brealey, Laura Jefferson, Ada Keding, Belen Corbacho Martin, Lorna Goodchild, Ling-Hsiang Chuang, Catherine Hewitt, David Torgerson","10.1001/jama.2015.1629","Surgical vs nonsurgical treatment of adults with displaced fractures of the proximal humerus: the PROFHER randomized clinical trial.","Vy",5,"inclusion and exclusion criteria seem reasonable, ""were not a resident in the hospital catch ment area""","5","participants were recruited from ""orthopedic departments (fracture clinics or wards) at 32 acute UK National Health Service hospitals"" don't know how!","5","One setting is at the hospital for arm surgery; the other setting is unknown but rehab is ""in inpatient, out patient, and community settings""","5","""To avoid learning curve problems, surgeons and physiotherapists used surgical interventions and procedures with which they were familiar""","5","""To avoid learning curve problems, surgeons and physiotherapists used surgical interventions and procedures with which they were familiar"" <- there's flexibility in delivering intervention for both arms, both in terms of method and location of rehab","NA","no mention of adherence","5","""The OSS was collected by postal questionnaires at 6, 12, and 24 months"" not many follow-ups and all spaced out","5","""patient�s subjective assessment of pain and function""","3","""All analyses were on an intention-to-treat basis and included all randomized patients in the groups to which they were randomized""; ""The effect of missing data also was assessed with a post-hoc sensitivity analysis using multiple imputation by chained equations.""","PragQoL"
"651",651,"David Price, Stanley D Musgrave, Lee Shepstone, Elizabeth V Hillyer, Erika J Sims, Richard F T Gilbert, Elizabeth F Juniper, Jon G Ayres, Linda Kemp, Annie Blyth, Edward C F Wilson, Stephanie Wolfe, Daryl Freeman, H Miranda Mugford, Jamie Murdoch, Ian Harvey","10.1056/NEJMoa1010846 ","Leukotriene antagonists as first-line or add-on asthma-controller therapy.","Vy",5,"patients from 12-80 yrs are included; ""Main exclusion criteria were prior treatment within 12 weeks with an inhaled glucocorticoid or LTRA (in the first-line controller therapy trial) or LTRA or LABA (in the add-on therapy trial)."" <- short","5","from protocol, ""Patients were recruited 1) through acute and routine respiratory care visits (screening) at which time potentially eligible patients were invited by practice staff to participate in the study and 2) by invitation letter sent by participating primary care practices to all patients aged 12�80""","5",""" Patients were responsible for obtaining their own medica tions, as would occur in real life""","5","no mention of specialists or extra staff members needed or spcial pharmacies to pick up the drug","5","patients picked up their own medication","4","""We determined adherence on the basis of prescriptions issued versus prescribing instructions for patients with at least 6 months without a change in therapy"" adherence is tracked through prescriptions but no mention of incentive for adherence","4","several follow-ups but spaced out, ""study assessments by telephone or in the clinic were scheduled at months 2, 6, 12, 18, and 24.""","5","primary outcome: Mini Asthma Quality of Life Questionnaire","4","""The primary effectiveness analysis was an inten tion-to-treat analysis of the MiniAQLQ score at 2 months (the primary time point) and at 2 years""; ""Multiple imputation was used where data were missing""; attrition at 2 months > 10% but < 25% for LTRA group; control group attrition was 16% at 2 months but at 2 years it's 2%","PragQoL"
"655",655,"Juan B Galdiz, Alba G�mez, Diego Rodriguez, Rosa Guell, Pilar Cebollero, Javier Hueto, Pilar Cejudo, Francisco Ortega, Itxaso Sayago, Susana Chic, Marta Iscar, Carlos Amado, Gemma Rodr�guez Trigo, Borja G Cosio, Victor Bustamante, Jos� Ignacio Pijoan","10.1016/j.arbres.2020.03.034 ","Telerehabilitation Programme as a Maintenance Strategy for COPD Patients: A 12-Month Randomized Clinical Trial.","Vy",4,"exclusion criteria: ""inability to co-operate""; "" a clinical diagnosis of respiratory disease other than COPD"" unsure if excluding patients with another respiratory disease would be justified ","NA","no mention in the study or in supplemental material","5","at patients' home for both arms","3","extra resources were given to patients in the intervention arm as part of the intervention so it's okay except for a mobile phone and ""along with a user guide with detailed instructions on the use of the mobile device to deliver data collected to the web-based platform after completion of each scheduled session""","5","intervention was delivered at home; individualized action plan","2","patients need to ""deliver data collected to the web-based platform after completion of each scheduled session"" 3 training sessions per week; ""A patient in the IG arm was classified as a non-complier if he/she did not perform scheduled exercises for at least 8 consecutive weeks, unless there were clear clinical reasons not to. Patients were considered non-adherent if they did not attend any 2 follow-up appointments and there was no clear clinical justification for not attending.""","3","""follow-up appointments were arranged for both groups at 3, 9 and 12 months""; ""At each follow-up visit, the general health status of the patient was assessed, medical treatment was revised and optimized, educational reinforcement was provided, 6-minute walk test (6MWT) and spirometry tests were carried out and HRQoL measures were taken. Lastly, BODE scores were calculated at each follow-up visit for the IG and at baseline and 12-month visits for the CG."" a lot of measurements taken during each follow-up","3","""the effect of the intervention on exercise tolerance (6MWT distance) at 12 months as primary outcome"" seems like the primary outcome is more for the researchers than for patients","3","""patients were advised to continue doing exercise and attending follow-up appointments even if they decided not to comply with the assigned maintenance
exercises, supporting the intention-to-treat principle""; ""Missing values were not imputed."" ""The main efficacy analysis used analysis of covariance (ANCOVA) techniques to test for differences between groups in outcome variables at the 12-month visit, adjusted for baseline values"", more than 10% attrition in the intervention arm","PragQoL"
"715",715,"Mwidimi Ndosi, Martyn Lewis, Claire Hale, Helen Quinn, Sarah Ryan, Paul Emery, Howard Bird, Jackie Hill","10.1136/annrheumdis-2013-203403 ","The outcome and cost-effectiveness of nurse-led care in people with rheumatoid arthritis: a multicentre randomised controlled trial.","Vy",5,"short list of exclusion","NA","from protocol, ""The study comprises 180 patients with rheumatoid arthritis recruited from 10 rheumatology centres throughout the UK"" no info on HOW","5","similar to usual care and many centers across the UK","5","""The rheumatologists and CNS delivering the interventions did not have any special training as they were expected to undertake their �normal� practice""","4","""The rheumatologists and CNS delivering the interventions did not have any special training as they were expected to undertake their �normal� practice, having agreed to follow the study protocol...Both practitioners saw patients according to the protocol"" seems like there's less flexibility in delivering the intervention","NA","no info","4","follow ups at baseline, weeks 13, 26, 39 and 52; the first 4 follow-ups are a bit closer to one another","5","""The primary outcome was the disease activity score (DAS28)""","5","""Analysis followed per-protocol (PP) and intention-to-treat (ITT) approaches�.the latter was based on evaluation of all trial participants as allocated."" imputation method was mentioned in detail to address missing data; >25% attrition","PragQoL"
"712",712,"Reginaldo Roque Mafetoni, Antonieta Keiko Kakuda Shimo","10.1590/1518-8345.0739.2738","The effects of acupressure on labor pains during child birth: randomized clinical trial.","Vy",5,"inclusion and exclusion criteria seem reasonable","5","""The subjects were pregnant women admitted to a teaching tertiary public hospital on the outskirts of the state of Sao Paulo, Brazil""","5","at the hospital where women give birth","4","""The researcher that was responsible for applying the acupressure went through 32 hours� worth of training. A child-cushioned electronic anthropometric scale was used to control and to put consistent pressure on the thumps until the researcher could apply such pressure for the SP6 and TG groups""","1","the professionals needed to follow the specifics of the intervention","NA","no info","4","2 follow-ups: at 20 min and 60 min","5","to alleviate pain from childbirth","5","based on the flow-chart, it seems like ITT","PragQoL"
"705",705,"Robert J Petrella, Dawn P Gill, Guangyong Zou, Ashleigh DE Cruz, Brendan Riggin, Cassandra Bartol, Karen Danylchuk, Kate Hunt, Sally Wyke, Cindy M Gray, Christopher Bunn, Merrick Zwarenstein","10.1249/MSS.0000000000001380","Hockey Fans in Training: A Pilot Pragmatic Randomized Controlled Trial.","Vy",5,"no exclusion; inclusion is male 35-65, BMI > 28, met PA safety requirements","2","a lot of effort:  ""a variety of methods (e.g., hockey team e-mail blasts and social media accounts, study Web site, posters, traditional media advertisements, word of mouth, direct contact at team arena)""","4","""hockey team's arena and an affiliated health club facility""","5","hockey FIT coaches from the central research team, no extra effort needed","5","weekly in-person sessions for 12 weeks","3","""Incentives were also provided as part of the program to encourage program attendance and engagement (e.g., free promotional materials from hockey teams and attendance raffle for hockey-related prizes held during session 12)""","5","""Follow-up occurred at 12 wk (both groups) and 12 months (intervention group only)""","5","""primary outcome for the definitive trial was the difference between groups in mean weight loss (kg) and percentage weight change from baseline to 12 wk""","5","""including all randomized participants per group assignment (i.e., including those with missing follow up data and regardless of compliance with the intervention); 16% attrition","PragQoL"
"713",713,"Helga Jonsdottir, Olof R Amundadottir, Gunnar Gudmundsson, Bryndis S Halldorsdottir, Birgir Hrafnkelsson, Thorbjorg Soley Ingadottir, Rosa Jonsdottir, Jon Steinar Jonsson, Ellen D Sigurjonsdottir, Ingibjorg K Stefansdottir","10.1111/jan.12728","Effectiveness of a partnership-based self-management programme for patients with mild and moderate chronic obstructive pulmonary disease: a pragmatic randomized controlled trial.","Vy",3,"""Excluded were individuals who had another major disease (among them individuals with asthma who had more than 200 ml or 12% increase in FEV1 after inhalation of 200 lg albuterol in the post bronchodilator spirometry), not capable of travelling to the treatment site..."" ","5","participants were recruited ""from primary care settings and the offices of private lung physicians""; "" the entire patients� registry for the previous three years in each of the locations was scanned by the principal investigator"" additional effort to recruit","3","""The treatment site was a clinical research centre located on a university-hospital campus"" seems like there's only 1 location and it's at a clinical research center, different from normal setting","3","intervention was carried out by clinical nurse specialist and a research team ","3","participants have to travel to the clinical research centre and there's only 1 location","NA","no info on adherence","4","""Data were collected at baseline and at month 12. Additionally, data collection was carried out in the experimental group at month 6 after the last treatment session""; not many follow-ups; however, there are several measures: St. George�s Respiratory Questionnaire (SGRQ-C), Illness Intrusiveness Rating Scale (IIRS), Hospital Anxiety and Depression Scale (HADS), International Physical Activity Questionnaire short version (IPAQ)","NA","there's no mention of primary outcome�but the aim of the study is relevant to participants","3","""Intention-to-treat analysis was not carried out""; 20% attrition in the experimental group, 12% attrition in the control group;","PragQoL"
"733",733,"Steve Iliffe, Denise Kendrick, Richard Morris, Mark Griffin, Deborah Haworth, Hannah Carpenter, Tahir Masud, Dawn A Skelton, Susie Dinan-Young, Ann Bowling, Heather Gage","10.3399/bjgp15X687361 ","Promoting physical activity in older people in general practice: ProAct65+ cluster randomised controlled trial.","Vy",4,"exclude participants who ""would be unable to follow instructions about exercise safely"" <- a bit unreasonable, how would researchers measure/gauge this? For general practices, eligibility seems reasonable, ""Practices were eligible to participate if they committed themselves for the duration of the trial and if community venues suitable for exercise classes were available in their catchment area.""","5","""General practices were recruited with assistance from the Primary Care Research Networks (PCRNs) in London (Greater London PCRN) and Nottingham/Derby (East Midlands and South Yorkshire PCRN)"" ""Patients were sent trial invitation letters from their usual general practitioner (GP)""","5","1 arm is exercises at home, 1 arm with exercises at a local community center; many general practices participated","5","The FaME programme has a postural stability instructor (PSI) who delivers group exercises; in the home-based exercise program participants received a booklet and were introduced to the exercises by trained research staff","5","for home-based exercise group, ""The programme was tailored for, and introduced to, participants by trained research staff in a group session or at participants� homes if they could not attend the session."" For community-based arm, in-person exercise classes were once/week","2","""Minutes of exercise undertaken by participants using activity diaries and attendance registers from FaME class instructors were estimated by the researchers""; ""diaries returned by participants every 4 weeks during the intervention and every 3 months in the subsequent year""","3","long-follow-ups from base, 0 month post intervention, and every 6 months after that until 24 months; many assessments during each follow-up: three validated questionnaires: Phone-FITT, the Physical Activity Scale for the Elderly (PASE), and the Community Healthy Activities Model Program for Seniors (CHAMPS); FES-I = Falls Efficacy Scale � International. MSPSS = Multidimensional Scale of Perceived Social Support. OEE = Outcome and Expectation for Exercise. OPQOL = Older People�s Quality of Life. PASE = Physical Activity Scale for the Elderly. SF-12 = 12-item Short Form Health Survey","3","""The primary outcome was the proportion reaching the recommended physical activity target 12 months post-intervention"" <- it seems like outcome is more relevant to investigators than to participants","4","ITT and imputation analyses but attrition > 25% for all 3 arms; no info to address missing data","PragQoL"
